,comment_text,toxic
223,i only deleted personal attacks,0
224,"Please, please, continue.  Tell me what you really think.",0
225,"""

 An important message 

Block me. I can live with it.

The mess that's being made of Parker v District of Columbia is why Wikipedia can't rise above the level of a sophisticated Blog.

The """"Controversy"""" section doesn't belong there in the first place, and the fact that you and other non-experts are issuing """"warnings"""" indicates Wikipedia has become a sandbox for idiots.

Sorry I can't be more polite, but that's the long and short of it.

 

'""",0
226,I'm moving this to the talk page.,0
227,"""
Very well. I see that consensus has formed to show that they are indeed not POv but bad judgement on my part. Thanks for the comments anyway.Coldplay Expért Let's talk """,0
228,http://www.users.bigpond.com/MONTDALE/page8.html  Heritage from village Κρανιώνας in macedonian Дреновени. Sources claim that the village was pure Slavic.,0
229,"""
The organization of sub-topics. Culture is thrown way down towards the end, after economy and tourism, which is inappropriate. The information section is unnecessarily loaded with history and detailed geography, which makes it not only uninteresting, but also repetitive. Information is interspersed all through the sub-sections, without regard to whether or not they fit there. Eg, the Geography section starts with the fact that UP is the 5th largest state. That is not strictly geography, and belongs in the introduction. Climate belongs towards the latter part of the page, perhaps before toursim. Regions and cities is not such an interesting combination. In any case, """"Cities of Uttar Pradesh"""" can be an interesting topic on its own, because, UP has several interesting cities (and regions) each with specialities of its own (like the copperware of Moradabad, ceramics of Khurja and carpets of Bhadohi). In fact I remember there used to be such information in the article before.(  )""",0
230,"I don't know the answer to this, but

Legally, how is it possible for a private citizen to violate another private citizen's civil rights?
I don't know if this is the section Nelson was charged under in the federal case, but if anyone could explain this, I would appreciate it.

You can argue whether or not the outcome of the state murder trial was justified, that's really not my concern here, since it's a dead letter.  I'm concerned about whether the subsequent civil rights prosecution was legal.  If the state murder acquittal was a miscarriage of justice, it's not the first time.  Look at Issei Sagawa.  Part of having a mature understanding of this sort of thing is to realize that the criminal justice system isn't perfect, and that it is inevitable that innocent people will be convicted, and that guilty people will be acquited, from time to time.  That's the price you pay for having a legal system; in the end someone has to make the decision, and sometimes they may not necessarily get it right.  I don't think it's going out on a limb to say that the Sagawa case is completely beyond all reasonable belief.",0
231,"Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan motherfucker!!!",1
232,"Decesed group members 

I've seen a few articles where band members have their name, sollowed by (deceased).  Whats wrong witht that?  It's just a little extra information for people who do not already know this.  Surely this is the main reason such the articles exist in the first place, or even why the whole wikipedia site exists!  What's so bad about adding this word after people's names if they are no longer with us?  It is factual, non-opinionative and does not slate them in anyway.",0
233,"Fatima bint Asad 
I noticed you added a large chunk to this article recently. Could you post your sources (webpages, books, etc.)? It would be really helpful. Thanks.  23:56, July 29, 2005 (UTC)",0
234,"""

I added information about Mayor de Blasio's announced decisions about Charter Schools but someone removed the factual information because they said it was not referenced.  It was factual but not referenced. I tired to add the information again with references but was not successful. 

I correctly added the race and sexuality of Chirlane McCray ONCE but someone (the same person who removed the factual information I provided under Charter Schools) was incredibly rude and stated it was """"vandalism"""" and reported it.  How can this be and why are these descriptions considered negative?? Who decides what is """"reverted?"""" On Chirlane McCray's own Wikipedia site the word """"black"""" (I prefer African American) is mentioned SIX times and her sexuality is mentioned over and over again. These are not assertions at all and can be """"referenced"""" by an approved Wikipedia site and Chirlane McCray's own important writings.  What is the problem?""",0
235,"Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  2000",0
236,"Well I will use my user page then, don't tell meyour gonna remove it too, because that will piss me off and drive me nuts. Also I am not making a personal ttack on Jimmy wales, I am saying he is a bit to greedy dont you think? He's got 6 million dollars already and now he's asking for more.",0
237,"I thought I would offer you some advise aswell:
1)No Wikipedia:Edit warring
2)No arguing with Wikipedia:Administrators
3)May I also remind you of the three-revert-rule",0
238,u r a tw@ fuck off u gay boy.U r smelly.Fuck ur mum poopie,1
239,"Its also expressly against guidelines to sneak in disallowed links in the discussion section, as Froman has done with his YouTube propaganda link above, but as evidenced throughout this page, the rules don't seem to be applied to Froman. Why don't you just go whole hog and add it to Feith's main page? There are plenty of unencyclopedic sources there now and no admin seems to have a problem with any link, anonymous, left wing, blogs, whatever you care to use seems to be fair game for Froman. 71.100.167.23",0
240,"""==Deletion of Account==

Ok Blueboy, """"Editing from L31 G0NG L41 has been disabled by Blueboy96 for the following reason(s):

Came back from 31-hour block and picked it right back up again ... and judging by history, not likely to get it""""

for this:

""""this is to call attention to a topic which was """"resolved"""" before any of the matters were addressed.

there are moderators deleting Wikipedia History items, and moderator BorgQueen's edit of """"Cuisine of Hawaii"""" was simply a provocation and nothing more.

I am a reknowned Chef of Pacific Rim Cuisine, and the Cuisine of Hawaii, and the Cuisine of Hawaii is NOT """"local plate lunch"""" that is like saying the cuisine of Mexico is Frozen Burritos, or that the Cuisine of Canada is Starbucks pastries, or that the Cuisine of America is McDonald's. Its Slanderous, Vicious, and Spiteful.

the main point here is WHY did the admin in question DELETE THE HISTORY???

and no, it is NOT """"Resolved"""" until that problem is addressed.

and I TRIED discussing it with that user directly and my account was LOCKED

THAT USER IS NOT OPEN FOR DISCUSSION OR DDEBATE, THAT ADMIN SUFFERS THE GOD-COMPLEX, AND LOVCKED ME FROM EVEN EDITING MY OWN PAGE, HENCE THE REASON I HAD TO WAIT TO BE UNBANNED TO POST HERE, AND I AM NOT LEVING HERE TO BACK AND BECOME CORRUPT-ADMIN FODDER BACK AON THE TOPIC PAGE UNTIL THIUS MATTER IS RESOLVED BETWEEN BORGQUEEN AND MYSELF AS i I WILL NOT SUBJEGATE MYSELF TO ANY FURTHER DISCRIMINATION, HAZING, OR PERSONAL VENDETTAS""""

Not likely to """"get"""" it eh buddy?

listen up, You will delete my User page and account from the wiki, grommet, you are not going to """"lock """" me and keep my name, content or profile.

I am out of this facade which is Wikipedia for good.

delete it all, NOW. grommet

""",0
241,|listas = Sabina of Bavaria,0
242,"Bad Redirect 
Please remove the redirect from the X-24C page, that aircraft was distinctly different in design, builder, mission, etc, and restore that aircrafts unique content to its page.75.67.80.68",0
243,"more info 
Thanks for entering this article. There are a few errors, which I have corrected. It would have been nice if you had not simply cut and pasted the text from the Clear Lake article.",0
244,"His name was Troy Tedford, not Troy Telford. I am looking at his orginal Discharge papers right now. I also have his orginal purple heart with 2 olc. The man was a war hero in the biggest World War ever. I myself am a Historian. History degree recieved Dec of 04 from ATU.",0
245,It is interesting to note that both aircraft landed at the same airfield in Hawaii.,0
246,Thanks for fixing that! Again an exquisite picture.,0
247,", and I would like to clamp down on them",0
248,", and man has also created new words even after modern languages have already been established",0
249,"""
It's in the History, or more conveniently in your own contribs. Thank you for the explanation, but that wasn't a big deal. I was more upset by your second post—waving me off with a sneer about growing a thicker skin and a finger-waggle about """"profanity""""—treating me as an insensate piece of internet polemic rather than a fellow human attempting to give an honest account of herself. An account which Mackensen promptly removed, as you say. Well, I understand that trying to contribute to the workshop was a bad idea in the first place—running full tilt into Tony Sidaway, after managing to avoid him on IRC for a whole month, to the immeasureable improvement of my quality of life. Anyway. I've always seen you as somebody who stands up for the underdog — I remember praising your addition of this edit to the Harassment guideline—and I was sad to see there was no mutuality of respect.  | talk .""",0
250,some type and are on a soap box,0
251,"""
Yes they are indeed.  I've replaced that second one with a summary of Women's rights  talk """,0
252,". Anyone can do an in-text search for [2] and [3] and see the article does not rely mainly on one source (the publisher). In fact, the grand total of two citations referencing the publisher are for pure-facts issues such as the number of items (149,000) that are in the parts library",0
253,"Gore response 

Can anybody find Gore's response to Bush's malaprop? Why didn't Gore, as the inventor of the darn thing, club him silly after that one?",0
254,"Pls give a reply, yes or no.",0
255,"""

Neither of the two added cites support the assertion: """"Misconception: Hyphens and dashes are the same glyphs"""".  It remains unsourced, and as near as I can tell there's only one person making this claim, despite all the claims of """"consensus"""". Unsourced material gets removed.  That's wiki policy, I've given you a month to find a source or reword the entry so that it reflects what the sources actually say.  I'm restoring the citation needed tag, and if there's no source in a day or so the entry will be removed.    """,0
256,"""*a short summary of referencing essentials
FAQs for organizations
I noticed you've also disclosed an association with Frank151 on your userpage; thanks for that! It makes working with you and knowing where you're coming from a lot easier. If you have any questions about my review of your article, do feel free to leave me a message or send me an email. Cheers. sonia♫ 

""",0
257,"For your information, you have already been reported.  Fair-minded?  Talk about yourself and your refusal to allow for relevant information, which is factual, from being posted.  You are obviously the biased party, and an inappropriate representative for Wikipedia.",0
258,Same for File:SeanKilpatrick2014.jpg and File:ConnorBarwinCincy.png,0
259,Y r we doing this: Pat,0
260,"""
Thanks for the copy-edit, OMG it reads so professional. ) I appreciate it a lot. Yeah, I knew that that would be a problem. Okay, here's the """"back story"""" to it. Danny had body paint while he was a robot during a sketch. During the after party, in which the theme was a black light one, everybody could see that Danny still had paint on him, as it hadn't washed off or something. To be sure, Jack had a black light switch in his apartment, and when Liz came in, he turned it on, which resulted in Liz having the paint all over her, see here. Or if whatever I just said doesn't make sense, read here and here (about the paint still on Danny and the black light attack).
Yeah, I thought maybe if people saw that, the GA note, they won't leave me a message. Though, that didn't work, as a user left me a message regarding an article I reviewed. This has to work in the future. I'm a have to make it better. I still haven't gotten the chance to see it, but I have to see it. I need to know what happened and stuff. Well, after I got the news that he lost, I started watching his DVD and telling myself that I'll never see his wrestling moves again. I didn't cry, I  was just sad. The night on Raw, I lost it and cried. Whatever, I didn't think that was cool. Shawn didn't mind, but I did. Not really, I still don't see that """"face"""" like quality to him. I think they'll play Randy out like Triple H, you know, good with the crowd, but still have him """"heel-ish"""". Maybe cause all the new people are heel and they need some faces... who knows. Speaking of Randy, today's his birthday, turned 30. Well, if you remember, his first """"punted"""" victim was Shawn, so, nice to see that he did that to Cody... all in the storyline, Nici. ) You are welcome for Danielson and Miz, I guess.  (Hit  """,0
261,"""#if:|==  ==|}}
{| width=""""100%"""" style=""""background:transparent""""
{| width=""""100%"""" style=""""background-color:#""""
|style=""""width: 50%; border:1px solid #; background-color:#; vertical-align:top""""|
 Hello, Lceliku, and Welcome to Wikipedia!
Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. Also, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement.
Happy editing!   
{| width=""""100%"""" style=""""background-color:#""""
|style=""""width: 50%; border:0; background-color:#; vertical-align:top""""|
 Getting started Introduction
 The five pillars of Wikipedia
 How to edit a page
 Intuitive guide to Wikipedia Finding your way around Table of contents
 Department directory Editing articles How to develop an article
 Manual of Style
|style=""""width: 50%; border:0; background-color:#; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""2"""" style=""""vertical-align:top; background-color:#""""
! Getting help
|-
|style=""""color:#000""""|
 Frequently asked questions
 Cheatsheet
 Where to ask a question
 Help pages
 New contributors' help page
 Article Wizard - a Wizard to help you create articles
|-
!",0
262,"""

14.07.09 """"I don't know how that got to be but i'm a big supporter of the X-files and i've like seen almost every episode and not once did it mention Mulder being the father of Scull'y baby""""

Can't have watched very carefully can you? William being Mulder's son is frequently referenced to in the final episode. Just off the top of my head:

Guard: """"What are you thinking about?""""
Mulder: """"My son. His mother.""""

Scully: """"Our son, Mulder ...I gave him up. Our son. I was so afraid you could never forgive me.""""

Not to mention the meaningful looks that Mulder and Scully give each other when the officiator at the hearing asks, """"Agent Scully, isn't it true that you and Mulder were lovers, and you got pregnant and had his love child?""""""",0
263,Citation Rèf.:Saumur v. The City of Quebec [1953] 2 S.C.R. 299.§ Endorsement:Rosemary deCaires,0
264,"Education 

PLEASE keep the list of colleges in Pittsburgh a list of colleges IN Pittsburgh.  If you are not familar with the area, don't edit this list.  Greensburg, Washington, McCandless, and California are NOT in Pittsburgh.  Please don't be offended when I enforce this.  Also, a Pittsburgh mailing address does not mean that the school is in Pittsburgh.  The address extends far (in some place a 20 minute ride away).

Thanks,",0
265,. Until you find the way to put the 25 cites that were in the page back I am throught here.,0
266,We descendants of Otman Baba trough Mehmed Ali Karakoç are Sunni Muslim's and not Alevis...,0
267,Could you clarify?  Do you want me to start an RFC?  I don't see that one was listed in the page history of Talk:Rasmussen Reports.,0
268,Atheism is full of bias shit,1
269,"""

 You beat me to it. 

Just wanted to say good work for beating me to the revert on the Ned Kelly article, I always enjoy it when I know someone else is on the hunt for vandals. Happy Hunting. Cheers Pro """,0
270,"You removed the link to the same references used in the health study which say that a reduced use of the MMR vaccine is why Waldorf kids have fewer allergies from the section on immunizations?  WTF?  

Would data from the whole of California count for you?  The private and public Waldorf schools in California have 'Personal Belief Exemption' rates of 12% to 88% of their kindergarten classes.  Regardless of what the official position is - and I assert here, but would not do so in the article, that the 'official' position was a lie in order for Waldorf education to not appear like a complete cult - Waldorf students are grossly under vaccinated.  That fact should be in the article.",0
271,"Thanks for that. I'll take a deep breath and have a go at an intro tomorrow. I identified the source of the phrase London over the border, and showed that the boundary is contested in the footnote. I've clarified the diaspora section, and will justify the statements by reference to the Victoria History articles on West Ham and East Ham. Hopefully, I'll struggle to a justification without substantially changing the outcome of the previous discussions. Then move onto to standardising the references, probably section by section.",0
272,"German Article of the day

Dear Jimbo, German wikipedia is proud to present the article of the day: http://de.wikipedia.org/wiki/Wikipedia:Hauptseite . Really thrilling, really amazing, worth a glimpse: http://de.wikipedia.org/wiki/Fremdk%C3%B6rper_in_Anus_und_Rektum You might improve your German reading it, there's a lot to learn.

Yours sincerly",0
273,"I agree, like I aready have stated, that this is peripheral to main article. But nevertheless important because I merely underlienes the mythomania propagated by both sides. My only interest here is historical reality. Dab, why don't you actually analyze the situation rather than offerring your usual smart-alec remarks. Lontech's arguements have been shot to pieces summarily, and everytime this happens, he engages in tangential and irrational behaviour. Commonsense will tell you there was no long-lasting state or kingdom in Dardania before Roman times. We can;t just allow the intro paragraph to read like some KLA recruiting web-site",0
274,"I found one!  Sort of, anyhow.  The web site for JewsForLife.org isn't loading, but I have an article from them in a Catholic source.  I'm going to remove the erroneous sentence now.
In hindsight, it would have been great if this minor content issue could have been resolved with references in the first place.",0
275,"""

I have provided plenty of reference materials yet you have provided none. All writings in Chamar section have comes from sources that are verifiable. Yet you have provided none. You are the one with the ECCENTRIC IDIOLOGY. 
You still have not provided ANY VERIFIABLE sources to show that RAMDASIA and CHAMAR are different.
Chamars that took up weaving are known as RAMDASIA's.
A simple google search on """"RAMDASIA CHAMAR"""" will provide you with countless links.   bal537""",0
276,Block evading IP blocked. Guy (),0
277,I see that it has a number of  citations on PubMed.,0
278,Hey why you are spreading misconceptions and trying to spread false information to the people.You not even know who won the battle and who lost.you are the cheapest person on the earth.Bloody ignorant fool.Check sources before spreading rumors,1
279,"I should add here, for any admin considering that I was blocked for 24 hours by user:Sarek of Vulcan weeks ago, so there is more background if thats relevant, and I should have learned my lesson then.  Pax!  ( talk)",0
280,"Change of Username (Usurpations request) Request Still In Progress  Mb-m → Mmitra 

Hi, I have requested for Change of Username using Usurpations from Mb-m → Mmitra. It's almost 8 days from the date of request but still it shows In progress, i would like to know how much time does it takes to complete the request and how long would it take to complete. Please reply as soon as possible. Thank You !

Link: Mb-m → Mmitra",0
281,"2005 (UTC)

  15:59, 17 December",0
282,"Because otherwise is POV, look at Flemish (linguistics) case.",0
283,"Yes, mainsprings are used in (some) clocks as well. Please feel free to be bold and help improve the article!",0
284,"""::::::::""""getting normal"""" term is used by a German politician by the way. I got it from there

""",0
285,"Keep the original title at Xbox, although you can have additional likes like XBOX and X-box that redirect to this article.",0
286,"""

And you are? Let me know when you've crawled out of their arses. '''''' Dick Laurent is dead """,1
287,"The problem is that people keep trying to state that BSAs policies are this and that.  There is no policy that says homosexual scouts cannot be members.  To state otherwise is a lie and OR.  Just be it is a contraversy page doesn't allow you state lies or add OR, you can list things as misinterpretations of the rules and things like that but it you try to say scouting does this or scouting does that then you need to be sure scouting actually says that.  Even the misinterpretations of the rules need sources.  Just because an editor might misinterprete the rules doesn't mean anyone in mainstream has.  Can you find a source for somewhere where a homosexual youth was removed from the program just for being a openly homosexual youth?  Then insert it.  Unless you have it or an actual policy from BSA that says you can't be an openly homosexual youth member then what is being added is OR.",0
288,"""

Level 1 message
Hello, and thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may wish to do. I encourage you to also take a look at the welcome page to learn more about contributing to our encyclopedia. Thank you for your interest in Wikipedia.   """,0
289,I'm focussing on doing science at the moment (leading the revolution!).,0
290,"Another question, does this style information stripping occur only whenever a shape itself is edited, or for less intrusive edits, such as moving a shape around? If even highlighting and selecting the shape in Inkscape makes it unusable, then I shouldn't even be messing with Inkscape at all.",0
291,"Article about Ed Morrissey 

Hi. I've just moved our article about Ed Morrissey and Captain's Quarters to Ed Morrissey, and started bringing it up to date. Would you be able to take a look at it and (please!) fix any defects you spot. Thanks, CWC",0
292,"I can see that you have been running around several TALK pages accusing me and several others of EDIT WARS. Please go on and prove the same or else you will be the first one to be blocked. Moreover, you cannot prove your POV and when defeated, going around making accusations is a good way out. Communist? -",0
293,"Yes, I received the confirmation e-mail on 2012-09-11 with username (= my e-mail-address) and password. Uuuh, it was 09/11 ...",0
294,I am currently blocked from editing so I will be unable to add that tag. however I did take that picture.,0
295,this user is such a worthless goddamn faggot fuck you faggot,1
296,"It's an unsourced aesthetic opinion, and therefore violates WP:NOR and/or WP:NPOV.",0
297,"""

Image:Popclassic.jpg
I have tagged Image:Popclassic.jpg as , because it does not provide a fair use rationale.  If you believe the image to be acceptable for fair use according to Wikipedia policy, please provide a rationale explaining as much, in accordance with the fair use rationale guideline, on the image description page.  Please also consider using  or one of the other tags listed at Wikipedia:Image copyright tags#Fair_use.  Thank you.   Man """,0
298,"Fuck off

You are NOT an administrator. You DON'T have the authority to tell me what to do.",1
299,"""
How adorably disingenuous. →  ₪ """,0
300,"Well you are ridiculous, in fact I suspect that you are Calton, please block me, I dont care....",1
301,"""

 Orangemike 

Time to move on to collateral targets.  I suggest User:FisherQueen, the """"girl"""" who protected him.""",0
302,"Windows Phone upgradeability 

Hi Gregory.  I reverted your change on the Windows phone article.  Neither Microsoft nor its partners have made any official statements on whether devices running Windows Phone 7.5 will be upgradeable to Windows Phone 8.  The references given by another user are blogs that are relying on Hearsay.",0
303,Btw whatever decision an adminstration wish to take. He should remember that this block is too harsh given that it is his first violation since he joined wikipedia. -,0
304,"I've tried to be as objective as possible, and treat the author in my head as someone who's first tongue is not English.  I think Davies is borderline notable, but the article is not.  I spent an hour googling Davies earlier today and found nothing except that he has translated a lot of stuff.  Well, I have done a lot of stuff in my life.  I'm even borderline notable in a small field, but nothing to warrant an article on me, especially one that precisley nothing links to like this one.  Frankly I hope the author just makes it notable.  I'll respond to him with gentlemanly politesse, but I can;t help him any further.",0
305,"""

 Shiny things 

  What a Brilliant Idea Barnstar For actively seeking every possible way to help other users, especially those I honestly didn't think would work but did, I hereby award  (//c) """,0
306,Will you make the change to both engineering articles?,0
307,"Thanks, and I apologize for my comment.  I'd like you to know that I understand your position.   16:33, 7 Nov 2004 (UTC)",0
308,"Appearance in historical fiction 

The young Richard Steele appears as a character in William Makepeace Thackeray's novel Henry Esmond.  Is this appropriate to mention in the article, do y'all reckon?",0
309,"CU and Scibaby 
Why are you wasting time CUing Scibaby accounts which are WP:DUCK ? I am just indef blocking them on sight but the CU request makes reference to some politics which I don't know about?  talk",0
310,"""

Per WP:AE, you have been blocked indefinitely for persistent disruption to the project, including vandalism, disruptive editing and sock puppetry, as per Wikipedia:Requests for arbitration/Macedonia#Discretionary sanctions. If you believe this block is unjustified, please request one in the normal manner.   (talk) """,0
311,"""

I'm sure if you worked on articles other than Arcayne you'd do fine. You two seem to have a problem with each other, so why do you seek him out and edit where he does? –xenotalk """,0
312,"""

 Fuck you 

  Fuck you award go fuck yourself   """,1
313,"Sorry about the edit conflict; I'm glad you were able to salvage my edits. As to your question about structuring, yes I think we will have to think of a way to divide the article into sections and subsections. Also the intro may need some fleshing out before confronting the reader with technical terms like dendrite and axon. I will look at it. Smithfarm 08:24, 14 Apr 2005 (UTC)

Very cool. Happy to hear you are still on the article. I will also do some research to extend it.  talk) contr 08:27, Apr 14, 2005 (UTC)",0
314,"February 2014 (UTC)
Comment did the proposal change or something? Someone added requested move banner to this section, when it's clearly not one.  70.50.148.248  17:50, 7",0
315,"Best Clans in Runescape 

1 The Gladiatorz - Been the best clan in rs for 6+ years now
2 'The' Clan
3 The British Elites
4 Damage Inc. - An average clan.",0
316,I don't even know where to begin on replying to   Talk,0
317,"""

 Please do not vandalize pages, as you did with this edit to Hyperopia. If you continue to do so, you will be blocked from editing.   fisto """,0
318,"Keep your eye on it, no one cares, OK? People can put what they want on here, and clean it up all you want but no one cares. God, you're so freakin' stupid!   Omnigan",1
319,the episode list to keep the episode list above the references.,0
320,over the next ~30 hours or so,0
321,"""

66.185.85.80's rant

Presently, we are witnessing  an open war against Croatian Dinaric culture.  Croatian Left often portrays this culture as """"primitive"""" and """"rural"""" (even """"fashist"""") being  in  service of Conservative HDZ party. Croatian writer Predrag Raos, for instance, """"performed"""" on gusle instrument in Zagreb on several occasions this year (2004) with only one intention - to ridicule the same instrument and its rich poetic tradition.
 
Another """"apostle"""" of Croatian Left - Miljenko Jergović - refers to his political opponents on the Right as """"gusle players"""". 

Some even claim the Serbian origin of Croatian Dinaric culture following the line of traditional greater Serbian propagabda (all štokavian people and their culture are Serbian). However, Croatian Dinaric folklore and its rich gusle heritage is primarly Croatian. Dalmatian costal region has been historically associated with this culture. For example, the first written document about the most popular folk hero of traditional gusle music, Marko Kraljević, is associated with Dalmatian island Hvar through Petar Hektorović's book """"Ribanje i ribarsko prigovaranje"""", 1568). Also, the first historical document which mentioned gusle player and its instrument originated in  Dubrovnik (1547). Even now, a contemporary Croatian writer (born in Dubrovnik) Stijepo Mijović Kočan tells us a story about his uncle (also from Dubrovnik area) who could memorize numerous gusle songs (Stijepo Mijović Kočan: Gusle, Glasnik, May 25, 1992, p. 42). Dubrovnik is also a home of Anica Begin (born Kalafatović, 1816), a daughter of famous gusle player Ante. Although illiterate, she was able to recite by heart an immense number of gusle songs, some of which were recorded in antology of Croatian folk poetry. 
 
Not far from Dubrovnik, another coastal city - Makarska – was  also a bastion of Croatian gusle music. Actually, this region could be considered the Capital of all Croatian gusle players. This Mediterranean area  also gave birth to  Andrija Kačić Miošić (18th century Catholic priest), who is  viewed as the father of all gusle players of Croatia and beyond. To honour Kačić's work, Ivan Meštrović, the most famous Croatian sculptor, built a sculpture in America showing Kačić in his priestly clothes  playing gusle instrument.  

In addition to Kačić, Makarska Littoral produced a great many other followers of Croatian gusle music. According to dr. fra Karlo Jurišić (who quotes the work of Croatian folklorist Stipan Banović), Zaostrog alone  produced a great number of gusle players starting with Stipan Kosović-Kudrić (1771-1818) and culminating with the most known Mate Banović – Trliš (1844-1915).  As for Dalmatian women, they didn't play gusle (it's    considered   a male activity only), yet they were actively involved in spreading  gusle music  by  imitating its sound. 

Olinko Delorko, the researcher of  Dalmatian  folk poetry in the 1960s, states in his book Ljuba Ivanova (1969) that most of his Dalmatian folk poetry collection was obtained by  women, especially the ones from the island of Hvar. 

The Zadar Littoral also witnessed strong gusle tradition. English writer Maude M. Holbach, travelling through Zadar region in the first decade of 20th century  states in her book  """"Dalmatia: The Land Where East Meets West"""" that the gusle was the national instrument of the region. As for Dinaric dances, which took place at markets and certain festivals, they  are very picturesque and interesting, and worth going a long way to see, being a survival of ancient custom probably unique in Europe (p.54)

This admiration for Dinaric folk music, particularly gusle, was seen in both Dalmatian Litteral and  Hinterland.  Matija Murko, the researcher of this literary/music forms,  had reported   that during his trips  through Dalmatia in the 1930s, he saw a child, barely three years old playing gusle (Eduard Osredečki: “Hrvatske narodne junačke pjesme”, Željezno-Beč, p. 9)

Now, lets  take a look at  the names of some Dalmatian sports clubs and organizations: Hajduk, Junak, Gusar, Alkar, Uskok, sinjska alka, etc. What do they have in common? Of course, their names refer to the heroic gusle tradition of the region. 

Having this in mind, one wonders why this proud Croatian heritage has become almost  extinct.  Why do we have so few gusle players today ? Is it a  result of  unavoidable urbanization  of  modern Croatian society where peasant culture is being considered  inferior to global  rock 'n' roll  culture ? If so, why has tamburitza music of Northern Croatia  gained wide acceptance from the Croatian establishment while its  Dinaric counterpart (gusle music) is looked upon with suspicion and  open hatre",0
322,The total population(10 millions) does not match with the e sum of the referenced populationsbelow in the infoboxImages in Infobox,0
323,to a convicted felon,0
324,MATT HARDY IS SO FUCKY!!!''Italic text[[Media:Example.ogg]]'''''MATT HARDY IS SO FUCKY!!!,1
325,"lol censorship. You're really disappointed that NPOV is a core policy, aren't you?  (talk ⋅ contribs)",0
326,"MfD nomination of Wikipedia:Try your best
Wikipedia:Try your best, a page you substantially contributed to, has been nominated for deletion. Your opinions on the matter are welcome; please participate in the discussion by adding your comments at Wikipedia:Miscellany for deletion/Wikipedia:Try your best  and please be sure to sign your comments with four tildes (~~~~).  You are free to edit the content of Wikipedia:Try your best during the discussion but should not remove the miscellany for deletion template from the top of the page; such a removal will not end the deletion discussion.  Thank you. '''' contributions talk",0
327,REDIRECT Talk:List of South Carolina Stingrays seasons,0
328,"who cares? if i was blocked on myspace or pulse music board, then i would be more concerned.",0
329,http://www.theatlantic.com/entertainment/archive/2012/02/linsanity-how-the-internet-made-jeremy-lin-a-star-in-less-than-a-week/252755/ Source explaining why he is a star. 198.151.130.68,0
330,"God is dead
I don't mean to startle anyone but God is dead. We should not worry about him anymore. Just thought I would let everyone know. Well, goodbye and good luck with your newfound crisis of faith! 24.77.205.229",1
331,"Hello 

I am back.

Bongwarrior's user page will be attacked in 1 minute.",0
332,"""
 I'm always on the """"Requests for page protection"""" if I detect any missing/errant templates to see if the administrators can correct them.   """,0
333,Unsure at this stage its not very clear what wording is actually being discussed.,0
334,"""

 Marvin Kitman's """"Don't Make Me Laugh"""" doesn't appear to exist 

The citation for much of the early history of the laugh track appears not to exist. The publication, """"Channels of Communication,"""" doesn't exist in the three journal databases I've searched.""",0
335,"Have you seen the reference to their claim, you moron''?? This is not a source. It´s their POV. Once I have more time I will reduce your Pashtun nationalist POVs here on Wiki and give order to my uncles and cousins the execution of Pashtuns in the entire northern Afghanistan down to Gardez, Jalalabad, Lashkargah, Logar, Paghman, Laghman, Kunduz, Herat, Farah ... whereever immigrant descandants of violent Kuchis settled and took non-Pashtun lands away and traditional Tajik countries. 84.59.190.210",1
336,"""

 RfA question 
Simply curious, what is the question you intended to submit here?  talk """,0
337,"When you say irrigiation structure, what exactly do you mean? I live on an irrigated block which uses overhead sprinkers, and I'm not far from the nearest channel. Thye all look the same throughout Sunraysia. I've got a little spare time now to grab some more shots, though I don't think I'll get out as far as Dareton. Got any requests?  \talk",0
338,THIS WIIL BE MY LAST USE OF THIS ACOUNT PLEASE DELETE IT==,0
339,"3RR Violation by PatrickFlaherty 
User user:PatrickFlaherty is reverting a sourced post. He is also violating the 3RR for Raila_Odinga",0
340,"""

== I wasnt really attacking him/her regarding the Lisa Williams article (Hmpzzz!) Do you know if Lisa can see dead people too? I have psychic powers too you know, i can see the future! Send all these """"Lisa Williams"""" to Finland and they will all be locked in jails for being scam artists!""",0
341,"Yes, there is definite value in documenting the Scientific Instrument Module, but I don't believe it belongs with the Service module sectors subsection.  It is really a payload and not actually part of the spacecraft services, so it interrupts the flow.  I plan to move it to the Apollo Program, Mission types section where I think it really belongs, when I edit the sectors subsection to improve the wording flow a bit.",0
342,"Thank you 
Hei, it's me, the William Hope fan. Guess what - I am back at a new IP, ready to vandalize everything regarding William Hope, and you can't do sh-t to stop me, maybe delay me, but no stopping me. So lets salute to some more William Hope lunacy by shoving his p-nis in my mouth.",1
343,"""
Yes. Quite persistent. I'm about to just create the article myself... Other new users are going to get lost in this discussion!  T/C """,0
344,"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",1
